0,1,2,3,4,5,6,7,8,9,10,11,12
Cash from Operating Activity +,360,647,324,"1,340",430,517,"1,004",914,"1,413",20,848,"1,997"
Cash from Investing Activity +,-180,-434,-213,"-1,146",-307,-28,-766,-325,"-1,277",275,-888,"-1,617"
Cash from Financing Activity +,-163,-168,-202,-150,-178,-421,-252,-509,-199,-225,-46,-230
Net Cash Flow,17,45,-90,44,-55,67,-14,80,-62,71,-86,149
