0,1,2,3,4,5,6,7,8,9,10,11,12
Debtor Days,34,36,39,48,35,47,57,44,32,35,38,47
Inventory Days,57,69,75,82,82,89,152,106,160,142,151,170
Days Payable,31,34,22,26,30,31,26,23,21,19,24,11
Cash Conversion Cycle,60,71,92,104,87,105,184,127,171,158,164,206
Working Capital Days,31,47,68,90,79,97,146,109,115,110,119,150
ROCE %,17%,19%,17%,17%,22%,21%,23%,20%,29%,37%,24%,19%
