0,1,2,3,4,5,6,7,8,9,10,11,12
Debtor Days,365,742,41,28,24,21,22,21,21,20,26,23
Inventory Days,,,171,100,66,42,38,49,38,32,38,39
Days Payable,,,288,150,102,57,64,240,270,173,228,200
Cash Conversion Cycle,365,742,-75,-22,-13,6,-4,-170,-210,-122,-163,-139
Working Capital Days,"1,604","4,109",-59,-48,77,29,86,-45,-40,-22,8,-6
ROCE %,0%,12%,-5%,-4%,-4%,-1%,2%,3%,-1%,4%,7%,7%
