0,1,2,3,4,5,6,7,8,9,10,11,12
Cash from Operating Activity +,,,,,-51,-3,-51,98,42,78,246,413
Cash from Investing Activity +,,,,,-251,-18,-36,40,-38,-49,-332,-342
Cash from Financing Activity +,,,,,222,95,7,-126,-12,-18,92,-67
Net Cash Flow,,,,,-80,74,-80,12,-9,11,6,3
