0,1,2,3,4,5,6,7,8,9,10,11,12
Debtor Days,33,34,31,33,36,36,33,32,40,36,29,29
Inventory Days,,,,,,,,,,,,
Days Payable,,,,,,,,,,,,
Cash Conversion Cycle,33,34,31,33,36,36,33,32,40,36,29,29
Working Capital Days,-15,1,13,9,-10,16,-3,-21,12,31,14,21
ROCE %,10%,8%,15%,17%,10%,13%,12%,14%,13%,13%,19%,15%
