0,1,2,3,4,5,6,7,8,9,10,11,12
Debtor Days,8,9,8,11,16,11,15,16,6,8,10,15
Inventory Days,,422,381,395,458,454,493,309,230,462,216,140
Days Payable,,252,265,300,399,451,428,304,271,362,207,128
Cash Conversion Cycle,8,179,124,106,75,13,80,22,-35,108,19,27
Working Capital Days,-54,-53,-61,-64,-71,-74,-42,-73,-97,-70,48,2
ROCE %,26%,16%,18%,11%,9%,9%,8%,9%,12%,14%,13%,9%
