0,1,2,3,4,5,6,7,8,9,10,11,12
Cash from Operating Activity +,"1,857","1,287","1,675","1,553","1,416","1,836",572,"2,485","2,606","2,477","2,010","2,757"
Cash from Investing Activity +,-393,-522,-460,-83,"-3,469",-173,-254,-734,-641,-887,"-9,327","-7,603"
Cash from Financing Activity +,-504,-663,-717,-897,-683,-749,-478,-389,"-3,760",-317,"3,612","5,697"
Net Cash Flow,960,101,498,573,"-2,736",915,-160,"1,362","-1,795","1,273","-3,706",852
