Company Name,Date,Title,Description,Sentiment Score,Sentiment,URL
ULTRACEMCO,2025-02-27T12:36:44Z,"Sensex flat, Nifty falls for 7th session; financials gain, auto and realty drag","The BSE Sensex rose by 10.31 points to close at 74,612.43, while the Nifty 50 fell by 2.50 points to 22,545.05, marking its seventh consecutive day of decline.",0.765,Positive,https://www.thehindubusinessline.com/markets/stock-markets/sensex-flat-nifty-falls-for-7th-session-financials-gain-auto-and-realty-drag/article69270427.ece
