0,1,2,3,4,5,6,7,8,9,10,11,12
Debtor Days,12,12,8,8,6,7,10,10,7,8,10,12
Inventory Days,21,20,28,30,25,21,20,22,22,20,18,15
Days Payable,47,57,56,70,65,70,59,51,73,54,50,53
Cash Conversion Cycle,-14,-25,-21,-32,-33,-42,-29,-20,-44,-26,-21,-26
Working Capital Days,-8,-18,-26,-27,-33,-40,-29,-19,-47,-29,-23,-25
ROCE %,15%,16%,19%,23%,24%,24%,19%,9%,11%,6%,15%,19%
