0,1,2,3,4,5,6,7,8,9,10,11,12
Cash from Operating Activity +,"4,301","4,904","6,321","8,484","10,279","11,785","6,593","3,405","8,839","1,791","9,228","15,167"
Cash from Investing Activity +,"-3,386","-4,893","-4,410","-7,227","-9,178","-8,282","-3,538",-464,"-7,284",-189,"-8,018","-10,683"
Cash from Financing Activity +,-966,-66,"-1,962","-1,236","-1,129","-3,446","-2,948","-3,100","-1,541","-1,602","-1,208","-4,062"
Net Cash Flow,-51,-55,-51,21,-28,57,107,-159,14,-0,1,422
