0,1,2,3,4,5,6,7,8,9,10,11,12,13
Equity Capital,151,151,151,151,151,151,151,151,151,151,151,157,157
Reserves,"18,428","20,827","23,553","29,733","36,280","41,606","45,990","48,286","51,216","53,935","60,231","83,825","87,172"
Borrowings +,"1,389","1,824",516,231,484,111,150,171,531,419,"1,247",119,96
Other Liabilities +,"6,766","7,798","9,330","11,825","14,336","17,502","16,641","13,944","18,263","18,889","21,549","26,184","29,162"
Total Liabilities,"26,734","30,600","33,549","41,940","51,251","59,370","62,932","62,552","70,161","73,394","83,179","110,285","116,588"
Fixed Assets +,"9,799","10,790","12,259","12,510","13,293","13,359","15,408","15,710","14,957","13,717","17,805","18,495","20,010"
CWIP,"1,941","2,621","1,883","1,007","1,252","2,126","1,600","1,408","1,490","2,929","2,897","6,534","7,551"
Investments,"7,078","10,118","12,814","19,932","28,481","35,290","36,515","36,468","41,787","40,763","47,756","68,514","68,959"
Other Assets +,"7,916","7,070","6,593","8,491","8,225","8,595","9,409","8,966","11,927","15,984","14,720","16,742","20,068"
Total Assets,"26,734","30,600","33,549","41,940","51,251","59,370","62,932","62,552","70,161","73,394","83,179","110,285","116,588"
