0,1,2,3,4,5,6,7,8,9,10,11,12
Debtor Days,21,19,28,22,14,17,23,25,14,15,20,17
Inventory Days,496,703,708,657,765,743,671,678,616,693,702,627
Days Payable,75,163,225,207,205,345,190,251,328,258,327,212
Cash Conversion Cycle,441,559,511,472,575,416,504,453,302,450,395,432
Working Capital Days,21,37,31,45,55,55,66,41,-15,8,3,11
ROCE %,24%,18%,9%,18%,20%,18%,12%,16%,19%,17%,9%,15%
