0,1,2,3,4,5,6,7,8,9,10,11,12
Debtor Days,15,16,16,15,21,29,31,50,37,41,63,59
Inventory Days,193,130,181,156,161,194,206,145,119,155,98,119
Days Payable,71,93,121,88,86,266,207,200,159,177,128,181
Cash Conversion Cycle,137,52,75,84,97,-43,30,-4,-3,19,33,-3
Working Capital Days,40,11,13,8,31,2,-22,58,65,80,82,89
ROCE %,105%,56%,44%,53%,62%,35%,26%,24%,27%,27%,20%,10%
