0,1,2,3,4,5,6,7,8,9,10,11,12
Cash from Operating Activity +,"1,375","2,658","1,155","3,474","2,573","3,095","5,069","5,304","1,793","6,005","7,660","7,715"
Cash from Investing Activity +,712,"-10,078","-1,163","-2,175",-713,459,-745,"-2,904","-7,224",-446,"-3,593","-4,945"
Cash from Financing Activity +,-889,"6,831","-2,828","-1,248","-1,865","-3,616",-778,"-5,554","5,982","-6,218","-4,220","-2,776"
Net Cash Flow,"1,197",-589,"-2,836",51,-5,-63,"3,547","-3,155",551,-659,-152,-6
