0,1,2,3,4,5,6,7,8,9,10,11,12
Debtor Days,33,18,89,50,39,48,35,32,50,35,38,47
Inventory Days,,,,,,,,,,,,
Days Payable,,,,,,,,,,,,
Cash Conversion Cycle,33,18,89,50,39,48,35,32,50,35,38,47
Working Capital Days,22,49,60,66,29,1,-81,1,115,13,43,12
ROCE %,28%,18%,13%,13%,10%,11%,14%,7%,4%,14%,22%,20%
