Company Name,Date,Title,Description,Sentiment Score,Sentiment,URL
HEROMOTOCO,2025-02-06T01:07:08Z,"Share Market Highlights 6 February 2025: Markets extend losses ahead of RBI rate decision; Sensex falls 213 pts to close at 78,058, Nifty ends at 23,603","Sensex, Nifty updates on 6 February 2025: Benchmark indices Sensex and Nifty slid for the second consecutive day on Thursday amid caution ahead of the RBI’s monetary policy decision and fresh foreign fund outflows. The 30-share BSE Sensex dropped 213.12 point…",0.8625,Positive,https://www.thehindubusinessline.com/markets/stock-market-highlights-6-february-2025/article69185193.ece
