0,1,2,3,4,5,6,7,8,9,10,11,12,13
Equity Capital,96,96,96,96,96,96,96,96,96,96,96,96,96
Reserves,"2,926","3,505","4,134","5,830","6,999","7,702","8,747","9,357","11,993","13,253","15,490","18,329","17,650"
Borrowings +,54,48,40,36,39,11,614,663,648,714,892,"1,168","1,174"
Other Liabilities +,"2,570","3,071","3,004","2,764","3,224","3,778","4,226","3,471","4,843","5,845","6,052","6,388","6,741"
Total Liabilities,"5,646","6,720","7,274","8,725","10,358","11,588","13,683","13,588","17,581","19,908","22,530","25,982","25,661"
Fixed Assets +,"2,102","2,012","1,965","2,629","2,605","2,569","5,221","4,961","4,763","4,554","4,643","5,360","6,234"
CWIP,53,38,140,93,220,"1,392",179,108,119,225,978,"2,561","1,962"
Investments,465,"1,671","1,894","2,797","2,914","2,577","2,964","2,658","5,179","3,811","4,912","5,705","5,105"
Other Assets +,"3,027","2,999","3,275","3,207","4,620","5,050","5,318","5,861","7,519","11,318","11,997","12,356","12,360"
Total Assets,"5,646","6,720","7,274","8,725","10,358","11,588","13,683","13,588","17,581","19,908","22,530","25,982","25,661"
