0,1,2,3,4,5,6,7,8,9,10,11,12
Cash from Operating Activity +,"1,081","1,371","1,144","1,980","1,420","2,136","2,395","2,813","3,459","1,260","4,222","5,738"
Cash from Investing Activity +,-440,-618,-292,-863,-584,"-1,371",-833,-775,-436,-340,"-1,397","-2,263"
Cash from Financing Activity +,-591,-560,-728,-704,-956,"-1,239","-1,089","-2,501",-583,"-1,989","-2,185","-2,974"
Net Cash Flow,51,194,124,413,-120,-474,473,-462,"2,440","-1,069",640,500
