0,1,2,3,4,5,6,7,8,9,10,11,12
Cash from Operating Activity +,"22,793","41,016","18,021","-9,842","17,194","-61,088","-4,120","17,941","-4,609","7,529","-19,747","-5,457"
Cash from Investing Activity +,-772,-689,-539,"-3,995",-426,-563,"-3,957",141,-269,"-3,967","-1,563",-574
Cash from Financing Activity +,-790,"5,151",-6,-616,-198,"4,079","4,409","14,590","3,390","-1,319","-5,642","5,452"
Net Cash Flow,"21,230","45,479","17,475","-14,453","16,570","-57,573","-3,668","32,672","-1,488","2,242","-26,952",-579
