0,1,2,3,4,5,6,7,8,9,10,11,12
Cash from Operating Activity +,332,355,352,298,363,456,689,541,862,540,454,816
Cash from Investing Activity +,-488,-516,-406,-70,-416,-89,-78,-172,-326,-207,-48,-587
Cash from Financing Activity +,79,184,34,-231,50,-365,-605,-369,-492,-311,-334,-279
Net Cash Flow,-77,23,-21,-4,-3,3,6,-0,44,21,72,-50
