0,1,2,3,4,5,6,7,8,9,10,11,12
Cash from Operating Activity +,"11,284","15,399","15,042","16,151","21,251","21,881","23,149","29,239","27,614","24,640","37,839","34,790"
Cash from Investing Activity +,"-21,948","-26,518","-23,843","-21,148","-23,434","-22,981","-18,648","-9,368","-7,803","2,189","-5,701","-10,434"
Cash from Financing Activity +,"9,990","13,874","6,447","5,387","3,871",-612,"-2,374","-18,712","-20,186","-28,801","-30,449","-25,882"
Net Cash Flow,-675,"2,756","-2,355",391,"1,688","-1,712","2,127","1,159",-375,"-1,973","1,689","-1,526"
