0,1,2,3,4,5,6,7,8,9,10,11,12
Debtor Days,41,38,45,48,46,45,50,49,82,81,122,93
Inventory Days,,,,,,,,,,,,
Days Payable,,,,,,,,,,,,
Cash Conversion Cycle,41,38,45,48,46,45,50,49,82,81,122,93
Working Capital Days,-243,-298,-318,-280,-221,-193,-254,-242,-57,-38,-28,-24
ROCE %,10%,9%,8%,9%,10%,12%,10%,11%,12%,12%,13%,13%
