0,1,2,3,4,5,6,7,8,9,10,11,12,13
Equity Capital,"4,630","5,232","5,232","5,232","5,232","5,232","5,232","5,232","5,232","6,975","6,975","9,301","9,301"
Reserves,"21,610","29,228","32,935","38,580","44,576","49,183","53,786","59,208","64,347","69,176","75,869","77,566","82,091"
Borrowings +,"68,188","83,170","95,045","108,255","118,698","131,213","146,086","147,980","143,073","134,695","128,583","123,490","122,540"
Other Liabilities +,"16,706","21,960","25,110","26,363","26,192","38,306","41,392","43,148","41,639","37,038","36,796","35,065","34,853"
Total Liabilities,"111,134","139,589","158,321","178,429","194,697","223,933","246,496","255,568","254,291","247,885","248,223","245,422","248,785"
Fixed Assets +,"61,401","73,154","89,686","114,942","135,508","153,610","163,860","169,836","176,944","179,732","172,278","162,702","158,382"
CWIP,"34,824","49,477","52,924","43,795","35,884","30,307","33,578","30,400","17,972","7,376","7,699","9,672","10,877"
Investments,"1,148",999,926,841,"1,330","1,608","2,757","3,764","4,265","7,229","7,415","9,340","8,980"
Other Assets +,"13,762","15,960","14,784","18,851","21,975","38,408","46,301","51,568","55,110","53,548","60,832","63,707","70,547"
Total Assets,"111,134","139,589","158,321","178,429","194,697","223,933","246,496","255,568","254,291","247,885","248,223","245,422","248,785"
