0,1,2,3,4,5,6,7,8,9,10,11,12,13
Equity Capital,"1,289","1,289","1,289","1,289",966,966,933,933,918,918,918,918,918
Reserves,"10,644","10,834","11,509","11,906","9,239","9,538","9,552","9,055","9,762","11,636","12,320","13,653","14,938"
Borrowings +,0,0,0,0,51,45,67,12,102,77,105,96,91
Other Liabilities +,"4,400","4,426","3,380","3,515","4,245","4,064","4,596","4,549","3,928","4,857","4,396","4,751","4,791"
Total Liabilities,"16,333","16,549","16,178","16,710","14,502","14,614","15,147","14,550","14,711","17,489","17,739","19,419","20,738"
Fixed Assets +,"6,629","6,792","6,645","6,596","7,144","7,139","7,286","7,485","7,660","7,343","7,303","7,383","7,782"
CWIP,"1,002",769,550,688,566,915,883,"1,427","1,575","2,235","3,269","4,573","4,232"
Investments,"1,490","1,245",951,"1,010","1,261",711,257,332,562,377,471,525,794
Other Assets +,"7,212","7,743","8,031","8,416","5,531","5,849","6,722","5,306","4,913","7,534","6,696","6,938","7,931"
Total Assets,"16,333","16,549","16,178","16,710","14,502","14,614","15,147","14,550","14,711","17,489","17,739","19,419","20,738"
