0,1,2,3,4,5,6,7,8,9,10,11,12
Cash from Operating Activity +,441,981,520,881,"1,436","1,590","2,409",-349,"2,199","4,050",908,"2,719"
Cash from Investing Activity +,-877,78,566,314,"1,550",-490,-532,873,"-1,404","-2,736",-334,"-2,000"
Cash from Financing Activity +,-229,-515,-506,-544,"-3,616","-1,100","-1,731",-677,-601,"-1,114",-924,-739
Net Cash Flow,-664,544,580,651,-630,1,146,-153,195,199,-350,-20
