0,1,2,3,4,5,6,7,8,9,10,11,12
Cash from Operating Activity +,47,33,35,68,77,65,144,192,244,175,145,490
Cash from Investing Activity +,-91,-97,125,-20,-132,-96,-39,-56,-356,59,405,-24
Cash from Financing Activity +,32,29,-133,-68,57,34,-112,-73,70,-206,-573,-126
Net Cash Flow,-11,-35,27,-20,2,3,-8,62,-41,28,-22,340
