0,1,2,3,4,5,6,7,8,9,10,11,12
Debtor Days,9,9,8,11,10,12,8,7,17,11,9,8
Inventory Days,194,224,208,216,223,233,238,246,265,292,218,227
Days Payable,92,110,105,104,129,146,147,142,192,153,99,73
Cash Conversion Cycle,111,123,111,123,104,99,100,112,90,150,128,162
Working Capital Days,32,36,39,61,50,55,46,54,48,64,52,71
ROCE %,42%,40%,34%,22%,22%,25%,31%,25%,-0%,8%,20%,19%
