0,1,2,3,4,5,6,7,8,9,10,11,12
Cash from Operating Activity +,439,398,427,419,532,652,685,985,806,904,969,"1,563"
Cash from Investing Activity +,-285,-200,-261,-222,-263,-419,-439,-755,-444,-539,-649,"-1,267"
Cash from Financing Activity +,-157,-185,-176,-191,-284,-226,-235,-242,-349,-310,-285,-312
Net Cash Flow,-3,13,-10,5,-15,8,12,-11,13,54,35,-15
