Company Name,ISIN Code,Date,News Title,Source,Link
BSE Ltd.,INE118H01025,2025-02-19T03:30:55Z,Hexaware Technologies Share Price Highlights: Shares end 4% higher,BusinessLine,https://www.thehindubusinessline.com/markets/stock-markets/hexaware-technologies-share-price-live-updates/article69234242.ece
BSE Ltd.,INE118H01025,2025-02-19T03:26:37Z,"Mahindra Lifespace Developers shares in focus after tie-up with Livingstone Infra for Rs 1,650 cr project",The Times of India,https://economictimes.indiatimes.com/markets/stocks/news/mahindra-lifespace-developers-shares-in-focus-after-tie-up-with-livingstone-infra-for-rs-1650-cr-project/articleshow/118373735.cms
BSE Ltd.,INE118H01025,2025-02-19T03:12:52Z,RVNL shares in focus after winning Rs 554 crore Bengaluru Suburban Rail Project contract,The Times of India,https://economictimes.indiatimes.com/markets/stocks/news/rvnl-shares-in-focus-after-winning-rs-554-crore-bengaluru-suburban-rail-project-contract/articleshow/118373428.cms
BSE Ltd.,INE118H01025,2025-02-19T01:19:42Z,"Stocks in news: Vedanta, RVNL, Max Healthcare Institute, Allcargo Gati and Affordable Robotic",The Times of India,https://economictimes.indiatimes.com/markets/stocks/news/stocks-in-news-vedanta-rvnl-max-healthcare-institute-allcargo-gati-and-affordable-robotic/articleshow/118371551.cms
BSE Ltd.,INE118H01025,2025-02-19T01:07:10Z,Share Market Live Updates 19 January 2025: Stock to buy today: Jubilant FoodWorks (₹693) – BUY,BusinessLine,https://www.thehindubusinessline.com/markets/share-market-nifty-sensex-live-updates-19-february-2025/article69234539.ece
BSE Ltd.,INE118H01025,2025-02-19T01:07:10Z,"Stock Market Highlights 19 February 2025: Sensex, Nifty close flat",BusinessLine,https://www.thehindubusinessline.com/markets/share-market-nifty-sensex-updates-19-february-2025/article69234539.ece
BSE Ltd.,INE118H01025,2025-02-19T00:00:17Z,"AkzoNobel may sell only paints biz in India for up to $1.7 billion as Pidilite, JSW, Indigo enter second round",Livemint,https://www.livemint.com/companies/akzonobel-pidilite-jsw-indigo-asian-paints-berger-paints-kansai-nerolac-indigo-paints-nippon-paints-11739883766565.html
BSE Ltd.,INE118H01025,2025-02-18T14:22:04Z,Vedanta receives 83% creditor approval for demerger plan,The Times of India,https://economictimes.indiatimes.com/markets/stocks/news/vedanta-receives-83-creditor-approval-for-demerger-plan/articleshow/118361656.cms
BSE Ltd.,INE118H01025,2025-02-18T11:01:58Z,"Top gainers & losers today, 18 Feb: NTPC, Tech Mahindra, Zomato surge; IndusInd Bank, UltraTech Cement decline",BusinessLine,https://www.thehindubusinessline.com/markets/stock-markets/nse-bse-stock-market-top-gainers-top-losers-today-ntpc-techm-zomato-indusindbk-ultracemco-18-feb-2025/article69233647.ece
BSE Ltd.,INE118H01025,2025-02-18T06:09:15Z,"Mittal-backed ICIL sells 0.84% in Airtel via Rs 8,485.11 cr block deal",The Times of India,https://economictimes.indiatimes.com/markets/stocks/news/mittal-backed-icil-sells-0-84-in-airtel-via-rs-8485-11-cr-block-deal/articleshow/118348321.cms
BSE Ltd.,INE118H01025,2025-02-18T02:44:20Z,Zomato shares in focus after launch of AI-backed customer support platform Nugget,The Times of India,https://economictimes.indiatimes.com/markets/stocks/news/zomato-shares-in-focus-after-launch-of-ai-backed-customer-support-platform-nugget/articleshow/118343787.cms
BSE Ltd.,INE118H01025,2025-02-18T01:31:02Z,"Stocks that will see action today: February 18, 2025",BusinessLine,https://www.thehindubusinessline.com/markets/stocks-that-will-see-action-today-february-18-2025/article69231214.ece
BSE Ltd.,INE118H01025,2025-02-18T01:10:56Z,"Stock Market Highlights 18 Feb 2025: Sensex, Nifty close marginally weaker as IT gains offset broader weakness",BusinessLine,https://www.thehindubusinessline.com/markets/stock-market-highlights-february-18-2025/article69229908.ece
BSE Ltd.,INE118H01025,2025-02-17T15:22:39Z,"Magellanic Cloud to invest ₹300 crore on acquisitions, hire 3,400 employees over next two years",BusinessLine,https://www.thehindubusinessline.com/info-tech/magellanic-cloud-plans-to-invest-300-crore-on-acquisitions-hire-3400-employees-over-next-two-years/article69230603.ece
BSE Ltd.,INE118H01025,2025-02-17T12:21:02Z,SBI Card appoints Salila Pande as MD & CEO from April 1,The Times of India,https://economictimes.indiatimes.com/industry/banking/finance/sbi-card-appoints-salila-pande-as-md-ceo-from-april-1/articleshow/118331128.cms
BSE Ltd.,INE118H01025,2025-02-17T10:38:33Z,"Top gainers & losers today, 17 February: Bajaj Finserv, PowerGrid surge; M&M, Bharti Airtel decline",BusinessLine,https://www.thehindubusinessline.com/markets/stock-markets/nse-bse-stock-market-top-gainers-top-losers-today-bajajfinserv-powergrid-mm-bartiairtel-17-feb-2025/article69229606.ece
BSE Ltd.,INE118H01025,2025-02-17T07:02:53Z,Ajax Engineering shares fluctuate after weak debut,BusinessLine,https://www.thehindubusinessline.com/markets/stock-markets/ajax-engineering-shares-fluctuate-after-weak-debut/article69228967.ece
BSE Ltd.,INE118H01025,2025-02-17T04:21:37Z,Taiwan bounty hunters kill invading iguanas as numbers soar,The Times of India,https://timesofindia.indiatimes.com/home/environment/flora-fauna/taiwan-bounty-hunters-kill-invading-iguanas-as-numbers-soar/articleshow/118318253.cms
BSE Ltd.,INE118H01025,2025-02-17T03:58:50Z,"RIL, M&M drag Sensex over 450 points lower; Nifty below 23,900",The Times of India,https://economictimes.indiatimes.com/markets/stocks/news/ril-mm-drag-sensex-400-points-lower-nifty-below-23900/articleshow/118317845.cms
BSE Ltd.,INE118H01025,2025-02-17T03:07:54Z,"ABFRL shares in focus as Q3 net loss narrows, revenue rises",The Times of India,https://economictimes.indiatimes.com/markets/stocks/news/abfrl-shares-in-focus-as-q3-net-loss-narrows-revenue-rises/articleshow/118317033.cms
BSE Ltd.,INE118H01025,2025-02-17T01:03:10Z,"Stock Market Highlights 17 February 2025: Sensex, Nifty crawl up to close marginally higher",BusinessLine,https://www.thehindubusinessline.com/markets/share-market-nifty-sensex-highlights-17th-february-2025/article69225845.ece
BSE Ltd.,INE118H01025,2025-02-16T06:44:11Z,"Breakdown Stocks: How to trade Deepak Nitrite, LIC and Hero MotoCorp on Monday?",Economictimes.com,https://m.economictimes.com/markets/stocks/news/breakdown-stocks-how-to-trade-deepak-nitrite-lic-and-hero-motocorp-on-monday/market-summary/slideshow/118297430.cms
BSE Ltd.,INE118H01025,2025-02-16T05:28:57Z,"Global trends, FIIs trading activity to drive market trends this week: Analysts",BusinessLine,https://www.thehindubusinessline.com/markets/global-trends-fiis-trading-activity-to-drive-market-trends-this-week-analysts/article69225553.ece
BSE Ltd.,INE118H01025,2025-02-15T09:15:14Z,Dr Agarwal''s Health Care clocks Q4 consolidated profit after tax at Rs 28.24 cr,The Times of India,https://economictimes.indiatimes.com/markets/stocks/earnings/dr-agarwals-health-care-clocks-q4-consolidated-profit-after-tax-at-rs-28-24-cr/articleshow/118272626.cms
BSE Ltd.,INE118H01025,2025-02-15T07:58:49Z,Worst sectoral loser realty sees stocks plunge up to 14% this week. Oberoi Realty hit most,The Times of India,https://economictimes.indiatimes.com/markets/stocks/news/worst-sectoral-loser-realty-sees-stocks-plunge-up-to-14-this-week-oberoi-realty-hit-most/articleshow/118270944.cms
BSE Ltd.,INE118H01025,2025-02-14T12:08:57Z,"Top Gainers & Losers Today, 14 February: Nestle, ICICI Bank gain; Adani Ports, UltraTech Cement decline",BusinessLine,https://www.thehindubusinessline.com/markets/stock-markets/nse-bse-stock-market-top-gainers-top-losers-today-nestle-icici-adaniports-14-feb-2025/article69219318.ece
BSE Ltd.,INE118H01025,2025-02-14T03:43:21Z,Hexaware Technologies IPO Day 3 Live: IPO subscribed 15% on day 2 of offer,BusinessLine,https://www.thehindubusinessline.com/markets/stock-markets/hexaware-technologies-ipo-gmp-day-3-live-updates/article69218083.ece
BSE Ltd.,INE118H01025,2025-02-14T01:21:36Z,Share Market Highlights 14 February 2025: Markets tumble on broad-based selling; 641 stocks hit 52-week low,BusinessLine,https://www.thehindubusinessline.com/markets/stock-market-sensex-highlights-14-february-2025/article69215133.ece
BSE Ltd.,INE118H01025,2025-02-13T18:40:00Z,"Sensex, Nifty pare early gains to close lower for 7th straight session; IT, banking shares major drag",Thehillstimes.in,https://thehillstimes.in/business/sensex-nifty-pare-early-gains-to-close-lower-for-7th-straight-session-it-banking-shares-major-drag
BSE Ltd.,INE118H01025,2025-02-13T11:41:18Z,"Top gainers & losers today, 13 Feb: Sun Pharma, Tata Steel lead gains; Adani Ports, Infosys drag",BusinessLine,https://www.thehindubusinessline.com/markets/nse-bse-stock-market-top-gainers-top-losers-today-sunpharma-tatasteel-adaniports-13-feb-2025/article69215028.ece
BSE Ltd.,INE118H01025,2025-02-13T11:22:36Z,"Tata Steel, Sun Pharma lead gains as Sensex closes slightly lower amid trade talk anticipation",BusinessLine,https://www.thehindubusinessline.com/markets/stock-markets/tata-steel-sun-pharma-lead-gains-as-sensex-closes-slightly-lower-amid-trade-talk-anticipation/article69214992.ece
BSE Ltd.,INE118H01025,2025-02-13T10:13:26Z,"Imagicaaworld to raise ₹345 crore for new water park, solar plant acquisition",Livemint,https://www.livemint.com/industry/media/imagicaaworld-entertainment-malpani-group-water-park-fund-raise-11739432421114.html
BSE Ltd.,INE118H01025,2025-02-13T01:12:48Z,"Share Market Highlights 13 February 2025: Sensex, Nifty end lower as investors turn cautious ahead of Trump-Modi meeting",BusinessLine,https://www.thehindubusinessline.com/markets/share-market-highlights-13-february-2025/article69211647.ece
BSE Ltd.,INE118H01025,2025-02-12T12:07:27Z,"Top gainers and losers today, 12 February: Bajaj Finserv leads gains as M&M, ITC drag indices",BusinessLine,https://www.thehindubusinessline.com/markets/stock-markets/nse-bse-stock-market-top-gainers-top-losers-today-bajajfinsv-tatasteel-lt-ultracemco-kotakbank-mahindra-12-feb-2025/article69211106.ece
BSE Ltd.,INE118H01025,2025-02-12T11:53:07Z,"Markets stage sharp recovery from day’s low, end marginally lower",BusinessLine,https://www.thehindubusinessline.com/markets/stock-markets/markets-stage-sharp-recovery-from-days-low-end-marginally-lower/article69211027.ece
BSE Ltd.,INE118H01025,2025-02-12T07:04:05Z,Data dive: What Eternal aka Zomato got right in the last two years,Livemint,https://www.livemint.com/companies/zomato-eternal-rebranding-zomato-blinkit-quick-commerce-zomato-stock-performance-zomato-vs-swiggy-deepinder-goyal-11739340752401.html
BSE Ltd.,INE118H01025,2025-02-12T05:36:58Z,Lupin shares drop 3% after Q3 results,The Times of India,https://economictimes.indiatimes.com/markets/stocks/news/lupin-shares-drop-3-after-q3-results/articleshow/118164853.cms
BSE Ltd.,INE118H01025,2025-02-12T04:34:42Z,"Jupiter Wagons shares in focus on signing Rs 600 cr contract with Ambuja Cements, ACC",The Times of India,https://economictimes.indiatimes.com/markets/stocks/news/jupiter-wagons-shares-in-focus-on-signing-rs-600-cr-contract-with-ambuja-cements-acc/articleshow/118163198.cms
BSE Ltd.,INE118H01025,2025-02-12T04:18:37Z,Hexaware Technologies IPO Day 2 Live: IPO subscribed 3% on Day 1,BusinessLine,https://www.thehindubusinessline.com/markets/stock-markets/hexaware-technologies-ipo-gmp-day-2-live-updates/article69209671.ece
BSE Ltd.,INE118H01025,2025-02-12T03:48:02Z,"Q3 Results Highlights 14 February: Manappuram, IIFL, Deepak Nitrite lead Q3 profit declines amid rising costs, slowing demand",BusinessLine,https://www.thehindubusinessline.com/markets/stock-markets/q3-results-highlights-14-feb-2025-reliance-infra-denta-water-swan-energy-genesys-international-glenmark-samvardhana-motherson-international-hindalco-titagarh-rail-dr-agarwals-eye-hospital-mana/article69209622.ece
BSE Ltd.,INE118H01025,2025-02-12T03:48:02Z,"Q3 Results Live Today: Senco Gold tumbles 17% on Q3 earnings, Hindalco gains 2%, Reliance Infra, Denta Water, Swan Energy, Genesys International, Samvardhana to announce Q3 results today",BusinessLine,https://www.thehindubusinessline.com/markets/stock-markets/q3-results-today-live-updates-14-feb-2025-reliance-infra-denta-water-swan-energy-genesys-international-glenmark-samvardhana-motherson-international-hindalco-titagarh-rail-dr-agarwals-eye-hospital-mana/article69209622.ece
BSE Ltd.,INE118H01025,2025-02-12T01:09:22Z,Share Market Highlights 12 February 2025: Indian markets extend losing streak amid trade war fears,BusinessLine,https://www.thehindubusinessline.com/markets/stock-market-highlights-12-february-2025/article69207216.ece
BSE Ltd.,INE118H01025,2025-02-11T15:10:09Z,Granite producer Midwest gets Sebi nod for Rs 650 crore IPO,The Times of India,https://economictimes.indiatimes.com/markets/ipos/fpos/granite-producer-midwest-gets-sebi-nod-for-rs-650-crore-ipo/articleshow/118151515.cms
BSE Ltd.,INE118H01025,2025-02-11T11:46:45Z,"Sensex plummets over 1,000 points amid tariff woes and market selloff",BusinessLine,https://www.thehindubusinessline.com/markets/stock-markets/sensex-plummets-over-1000-points-amid-tariff-woes-and-market-selloff/article69206554.ece
Bajaj Finance Ltd.,INE296A01024,2025-02-28T03:53:32Z,"Stocks to buy today: Bharti Airtel, Maruti among top 6 trading ideas for 28 February 2025",The Times of India,https://economictimes.indiatimes.com/markets/stocks/news/stocks-to-buy-today-bharti-airtel-maruti-among-top-6-trading-ideas-for-28-february-2025/articleshow/118616788.cms
Bajaj Finance Ltd.,INE296A01024,2025-02-28T01:18:37Z,"Stock Market Highlights 28 February 2025: Bloodbath on D-Street; Sensex plunges 1.9% to 73,198, Nifty settles below 22,150",BusinessLine,https://www.thehindubusinessline.com/markets/share-market-highlights-28-february-2025/article69270118.ece
Bajaj Finance Ltd.,INE296A01024,2025-02-27T12:36:44Z,"Sensex flat, Nifty falls for 7th session; financials gain, auto and realty drag",BusinessLine,https://www.thehindubusinessline.com/markets/stock-markets/sensex-flat-nifty-falls-for-7th-session-financials-gain-auto-and-realty-drag/article69270427.ece
Bajaj Finance Ltd.,INE296A01024,2025-02-27T12:25:11Z,"Top gainers & losers today, 27 February 2025: Bajaj Finserv, Bajaj Finance lead gainers; UltraTech Cement, Tata Motors top losers",BusinessLine,https://www.thehindubusinessline.com/markets/stock-markets/nse-bse-stock-market-top-gainers-top-losers-today-bajajfinserv-bajajfinance-ultracemco-tatamotors-27-feb-2025/article69270307.ece
Bajaj Finance Ltd.,INE296A01024,2025-02-27T04:49:09Z,"Markets open flat amid monthly expiry volatility, Trump tariff concerns",BusinessLine,https://www.thehindubusinessline.com/markets/markets-open-flat-amid-monthly-expiry-volatility-trump-tariff-concerns/article69269075.ece
Bajaj Finance Ltd.,INE296A01024,2025-02-27T04:15:02Z,"Sensex Climbs 231 Points In Early Trade, Nifty Up By 65 Points",NDTV News,https://www.ndtv.com/business-news/sensex-climbs-231-points-in-early-trade-nifty-up-by-65-points-7804679
Bajaj Finance Ltd.,INE296A01024,2025-02-27T01:52:15Z,Stock Market Live Updates 27 February 2025: Stock to buy today: Zensar Technologies (₹805.90) – BUY,BusinessLine,https://www.thehindubusinessline.com/markets/share-market-nifty-sensex-live-updates-27-february-2025/article69266191.ece
Bajaj Finance Ltd.,INE296A01024,2025-02-27T01:52:15Z,"Share Market Highlights 27 February 2025: Sensex, Nifty end flat; Shriram Finance jumps over 5%",BusinessLine,https://www.thehindubusinessline.com/markets/share-market-highlights-27-february-2025/article69266191.ece
Bajaj Finance Ltd.,INE296A01024,2025-02-25T13:17:05Z,"Sensex gains, Nifty slips in mixed session; telecom stocks lead",BusinessLine,https://www.thehindubusinessline.com/markets/stock-markets/sensex-gains-nifty-slips-in-mixed-session-telecom-stocks-lead/article69262141.ece
Bajaj Finance Ltd.,INE296A01024,2025-02-25T11:32:43Z,Stock market update: Fertilisers stocks up as market rises,The Times of India,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-fertilisers-stocks-up-as-market-rises/articleshow/118557869.cms
Bajaj Finance Ltd.,INE296A01024,2025-02-25T08:17:21Z,"Don’t fear Tesla; add defence, railways stocks post market correction: Deven Choksey",The Times of India,https://economictimes.indiatimes.com/markets/expert-view/dont-fear-tesla-add-defence-railways-stocks-post-market-correction-deven-choksey/articleshow/118552115.cms
Bajaj Finance Ltd.,INE296A01024,2025-02-25T04:50:48Z,"Markets open mixed amid global trade tensions, FII selling pressure",BusinessLine,https://www.thehindubusinessline.com/markets/stock-markets/markets-open-mixed-amid-global-trade-tensions-fii-selling-pressure/article69260894.ece
Bajaj Finance Ltd.,INE296A01024,2025-02-25T01:17:48Z,"Share Market Highlights 25 February 2025: Sensex, Nifty end flat with a positive bias; Bharti Airtel, M&M lead gains",BusinessLine,https://www.thehindubusinessline.com/markets/stock-market-highlights-25-february-2025/article69258617.ece
Bajaj Finance Ltd.,INE296A01024,2025-02-24T09:31:48Z,What explains feverish deal-making in India's hospital sector,The Times of India,https://economictimes.indiatimes.com/industry/healthcare/biotech/healthcare/what-explains-feverish-deal-making-in-indias-hospital-sector/articleshow/118528991.cms
Bajaj Finance Ltd.,INE296A01024,2025-02-21T16:03:54Z,"Jio Financial, Zomato to enter Nifty from March 28",BusinessLine,https://www.thehindubusinessline.com/markets/jio-financial-zomato-to-enter-nifty-from-march-28/article69248637.ece
Bajaj Finance Ltd.,INE296A01024,2025-02-20T13:49:51Z,Markets end lower on US trade policy concerns; broader markets outperform,BusinessLine,https://www.thehindubusinessline.com/markets/stock-markets/markets-end-lower-on-us-trade-policy-concerns-broader-markets-outperform/article69243111.ece
Bajaj Finance Ltd.,INE296A01024,2025-02-20T01:12:31Z,"Stock Market Highlights 20 February 2025: Sensex, Nifty close marginally lower for third day amid uncertainty on US tariff",BusinessLine,https://www.thehindubusinessline.com/markets/stock-market-nifty-sensex-highlights-20-february-2025/article69238622.ece
Bajaj Finance Ltd.,INE296A01024,2025-02-19T01:07:10Z,"Stock Market Highlights 19 February 2025: Sensex, Nifty close flat",BusinessLine,https://www.thehindubusinessline.com/markets/share-market-nifty-sensex-updates-19-february-2025/article69234539.ece
Bajaj Finance Ltd.,INE296A01024,2025-02-18T01:10:56Z,"Stock Market Highlights 18 Feb 2025: Sensex, Nifty close marginally weaker as IT gains offset broader weakness",BusinessLine,https://www.thehindubusinessline.com/markets/stock-market-highlights-february-18-2025/article69229908.ece
Bajaj Finance Ltd.,INE296A01024,2025-02-17T03:49:29Z,HFCs bank on RDCL to commence ops for long term liquidity,BusinessLine,https://www.thehindubusinessline.com/money-and-banking/hfcs-bank-on-rdcl-to-commence-ops-for-long-term-liquidity/article69226284.ece
Bajaj Finance Ltd.,INE296A01024,2025-02-17T01:03:10Z,"Stock Market Highlights 17 February 2025: Sensex, Nifty crawl up to close marginally higher",BusinessLine,https://www.thehindubusinessline.com/markets/share-market-nifty-sensex-highlights-17th-february-2025/article69225845.ece
Bajaj Finance Ltd.,INE296A01024,2025-02-14T04:08:21Z,Sensex Gains 344 Points As PM Modi Meets Donald Trump Amid Tariff Fears,NDTV News,https://www.ndtv.com/business-news/sensex-gains-344-points-as-pm-modi-meets-donald-trump-amid-tariff-fears-7707070
Bajaj Finance Ltd.,INE296A01024,2025-02-14T01:21:36Z,Share Market Highlights 14 February 2025: Markets tumble on broad-based selling; 641 stocks hit 52-week low,BusinessLine,https://www.thehindubusinessline.com/markets/stock-market-sensex-highlights-14-february-2025/article69215133.ece
Bajaj Finance Ltd.,INE296A01024,2025-02-13T18:40:00Z,"Sensex, Nifty pare early gains to close lower for 7th straight session; IT, banking shares major drag",Thehillstimes.in,https://thehillstimes.in/business/sensex-nifty-pare-early-gains-to-close-lower-for-7th-straight-session-it-banking-shares-major-drag
Bajaj Finance Ltd.,INE296A01024,2025-02-13T11:41:18Z,"Top gainers & losers today, 13 Feb: Sun Pharma, Tata Steel lead gains; Adani Ports, Infosys drag",BusinessLine,https://www.thehindubusinessline.com/markets/nse-bse-stock-market-top-gainers-top-losers-today-sunpharma-tatasteel-adaniports-13-feb-2025/article69215028.ece
Bajaj Finance Ltd.,INE296A01024,2025-02-13T11:22:36Z,"Tata Steel, Sun Pharma lead gains as Sensex closes slightly lower amid trade talk anticipation",BusinessLine,https://www.thehindubusinessline.com/markets/stock-markets/tata-steel-sun-pharma-lead-gains-as-sensex-closes-slightly-lower-amid-trade-talk-anticipation/article69214992.ece
Bajaj Finance Ltd.,INE296A01024,2025-02-13T01:12:48Z,"Share Market Highlights 13 February 2025: Sensex, Nifty end lower as investors turn cautious ahead of Trump-Modi meeting",BusinessLine,https://www.thehindubusinessline.com/markets/share-market-highlights-13-february-2025/article69211647.ece
Bajaj Finance Ltd.,INE296A01024,2025-02-12T11:53:07Z,"Markets stage sharp recovery from day’s low, end marginally lower",BusinessLine,https://www.thehindubusinessline.com/markets/stock-markets/markets-stage-sharp-recovery-from-days-low-end-marginally-lower/article69211027.ece
Bajaj Finance Ltd.,INE296A01024,2025-02-12T04:18:37Z,Hexaware Technologies IPO Day 2 Live: IPO subscribed 3% on Day 1,BusinessLine,https://www.thehindubusinessline.com/markets/stock-markets/hexaware-technologies-ipo-gmp-day-2-live-updates/article69209671.ece
Bajaj Finance Ltd.,INE296A01024,2025-02-12T03:48:02Z,"Q3 Results Highlights 14 February: Manappuram, IIFL, Deepak Nitrite lead Q3 profit declines amid rising costs, slowing demand",BusinessLine,https://www.thehindubusinessline.com/markets/stock-markets/q3-results-highlights-14-feb-2025-reliance-infra-denta-water-swan-energy-genesys-international-glenmark-samvardhana-motherson-international-hindalco-titagarh-rail-dr-agarwals-eye-hospital-mana/article69209622.ece
Bajaj Finance Ltd.,INE296A01024,2025-02-12T03:48:02Z,"Q3 Results Live Today: Hindalco, Titagarh Rail Systems, Coffee Day, Godfrey Phillips to annouce Q3 results today",BusinessLine,https://www.thehindubusinessline.com/markets/stock-markets/q3-results-today-live-updates-13-feb-2025-hindalco-titagarh-rail-systems-coffee-day-godfrey-phillips-manappuram-finance-rvnl-rail-vikas-nigam-tvs-srichakra-shriram-properties-ashok-leyland/article69209622.ece
Bajaj Finance Ltd.,INE296A01024,2025-02-12T03:48:02Z,"Q3 Results Highlights: Bharat Forge, Natco Pharma report Q3 profits; Ashok Leyland posts 34.63% rise",BusinessLine,https://www.thehindubusinessline.com/markets/stock-markets/q3-results-highlights-12-feb-2025-rvnl-rail-vikas-nigam-tvs-srichakra-shriram-properties-ashok-leyland-saint-gobain-godrej-industries-siemens-muthoot-finance-crompton-greaves/article69209622.ece
Bajaj Finance Ltd.,INE296A01024,2025-02-12T03:48:02Z,"Q3 Results Highlights: Hindalco profit jumps 60% to ₹3,735 crore; IPCA, Lux, PTC India report strong earnings",BusinessLine,https://www.thehindubusinessline.com/markets/stock-markets/q3-results-today-highlights-13-feb-2025-hindalco-titagarh-rail-systems-coffee-day-godfrey-phillips-manappuram-finance-rvnl-rail-vikas-nigam-tvs-srichakra-shriram-properties-ashok-leyland/article69209622.ece
Bajaj Finance Ltd.,INE296A01024,2025-02-12T03:48:02Z,"Q3 Results Live Today: Senco Gold tumbles 17% on Q3 earnings, Hindalco gains 2%, Reliance Infra, Denta Water, Swan Energy, Genesys International, Samvardhana to announce Q3 results today",BusinessLine,https://www.thehindubusinessline.com/markets/stock-markets/q3-results-today-live-updates-14-feb-2025-reliance-infra-denta-water-swan-energy-genesys-international-glenmark-samvardhana-motherson-international-hindalco-titagarh-rail-dr-agarwals-eye-hospital-mana/article69209622.ece
Bajaj Finance Ltd.,INE296A01024,2025-02-12T01:09:22Z,Share Market Highlights 12 February 2025: Indian markets extend losing streak amid trade war fears,BusinessLine,https://www.thehindubusinessline.com/markets/stock-market-highlights-12-february-2025/article69207216.ece
Bajaj Finance Ltd.,INE296A01024,2025-02-11T04:03:34Z,"Stocks to buy or sell today: Wipro, DLF among top 10 trading ideas for February 11, 2025",The Times of India,https://economictimes.indiatimes.com/markets/stocks/news/stocks-to-buy-or-sell-today-wipro-dlf-among-top-10-trading-ideas-for-february-11-2025/articleshow/118133239.cms
Bajaj Finance Ltd.,INE296A01024,2025-02-11T03:52:54Z,"Q3 Results Highlights: Berger Paints profit dips, IRCTC soars; NBCC, Khadim gain, Vodafone Idea loss narrows",BusinessLine,https://www.thehindubusinessline.com/markets/stock-markets/q3-results-highlights-11-feb-2025-irctc-vodafone-idea-khadim-india-bajaj-healthcare-berger-paints-zee-media-steel-authority-of-india-tata-investment-corporation/article69205374.ece
Bajaj Finance Ltd.,INE296A01024,2025-02-10T23:50:12Z,Collateral-backed loans were a safe space for banks. Maybe not any longer,Livemint,https://www.livemint.com/industry/banking/rbi-secured-loans-collateral-backed-loans-nbfcs-housing-and-auto-loans-lending-frenzy-shriram-finance-bajaj-finance-11739186930401.html
Bajaj Finance Ltd.,INE296A01024,2025-02-10T12:19:19Z,Four days of market slump wipes out Rs 7.68 lakh cr from investors' wealth,The Times of India,https://economictimes.indiatimes.com/markets/stocks/news/four-days-of-market-slump-wipes-out-rs-7-68-lakh-cr-from-investors-wealth/articleshow/118119317.cms
Bajaj Finance Ltd.,INE296A01024,2025-02-10T01:09:23Z,"Stock Market Highlights 10 February 2025: Sensex settles at 77,311.80; Nifty drops 178.35 points to 23,381.60",BusinessLine,https://www.thehindubusinessline.com/markets/share-market-nifty-sensex-highlights-10-febuary-2025/article69199046.ece
Bajaj Finance Ltd.,INE296A01024,2025-02-07T01:15:20Z,"Share Market Highlights 7 February 2025: Sensex, Nifty settle lower after RBI cuts repo rate to 6.25%; FIIs continue selling spree",BusinessLine,https://www.thehindubusinessline.com/markets/stock-market-updates-february-7-2025/article69188765.ece
Bajaj Finance Ltd.,INE296A01024,2025-02-06T01:07:08Z,"Share Market Highlights 6 February 2025: Markets extend losses ahead of RBI rate decision; Sensex falls 213 pts to close at 78,058, Nifty ends at 23,603",BusinessLine,https://www.thehindubusinessline.com/markets/stock-market-highlights-6-february-2025/article69185193.ece
Bajaj Finance Ltd.,INE296A01024,2025-02-05T01:00:00Z,Cashfree Payments raises $53 m in funding led by KRAFTON,BusinessLine,https://www.thehindubusinessline.com/companies/cashfree-payments-raises-53-m-in-funding-led-by-krafton/article69180075.ece
Bajaj Finance Ltd.,INE296A01024,2025-02-03T15:42:25Z,Ahead of Market: 10 things that will decide stock market action on Tuesday,The Times of India,https://economictimes.indiatimes.com/markets/stocks/news/ahead-of-market-10-things-that-will-decide-stock-market-action-on-tuesday/articleshow/117891874.cms
Bajaj Finance Ltd.,INE296A01024,2025-02-03T11:39:53Z,"Top gainers & losers today Feb 3, 2025: Bajaj Finance, Shriram Finance, M&M, Wipro, and Bajaj Finserv lead gains",BusinessLine,https://www.thehindubusinessline.com/markets/stock-markets/nse-bse-stock-market-top-gainers-top-losers-today-3-feb-2025/article69175624.ece
Bajaj Finance Ltd.,INE296A01024,2025-02-03T11:19:05Z,Sensex falls by 319 points amid weak global trends on trade war fears,BusinessLine,https://www.thehindubusinessline.com/markets/sensex-falls-by-319-points-amid-weak-global-trends-on-trade-war-fears/article69175737.ece
Bajaj Finance Ltd.,INE296A01024,2025-02-03T03:47:14Z,"Q3 Results Highlights February 3, 2025: Divi’s Lab, Sky Gold shares surge, Aditya Birla Capital, Kalyani Steels, Texmaco Rail, IRB Infra declines, Castrol, Fortis Malar, Panasonic Energy, Tata Chemicals, Thomas Cook India announce Q3 results",BusinessLine,https://www.thehindubusinessline.com/markets/stock-markets/q3-results-highlights-3-feb-2025-on-aditya-birla-capital-bajaj-steel-castrol-india-fortis-malar-hospital-panasonic-energy-tata-chemicals-thomas-cook-india/article69174748.ece
Bajaj Finance Ltd.,INE296A01024,2025-02-03T02:23:47Z,"Stocks that will see action today: February 3, 2025",BusinessLine,https://www.thehindubusinessline.com/markets/stocks-that-will-see-action-today-february-3-2025/article69173336.ece
Bajaj Finserv Ltd.,INE918I01026,2025-02-27T12:36:44Z,"Sensex flat, Nifty falls for 7th session; financials gain, auto and realty drag",BusinessLine,https://www.thehindubusinessline.com/markets/stock-markets/sensex-flat-nifty-falls-for-7th-session-financials-gain-auto-and-realty-drag/article69270427.ece
