0,1,2,3,4,5,6,7,8,9,10,11,12
Debtor Days,30,36,60,26,30,33,28,18,42,39,26,32
Inventory Days,,,,,400,465,411,,,,,
Days Payable,,,,,316,482,444,,,,,
Cash Conversion Cycle,30,36,60,26,114,16,-5,18,42,39,26,32
Working Capital Days,1,2,40,2,-10,-12,11,-19,44,14,-4,12
ROCE %,25%,25%,19%,18%,15%,15%,19%,13%,8%,18%,24%,18%
