0,1,2,3,4,5,6,7,8,9,10,11,12
Cash from Operating Activity +,"2,134","3,546","2,147","3,657","3,339","4,261","2,490","3,862","3,114","4,208","5,512","7,478"
Cash from Investing Activity +,"-1,278","-2,141",-414,-30,"-3,687","-1,894",-271,"1,757","-2,867",-92,"1,322",-139
Cash from Financing Activity +,"-1,479","-1,468","-1,644","-3,384",-190,"-1,885","-2,074","-6,247",-20,"-4,056","-7,179","-7,110"
Net Cash Flow,-622,-64,89,242,-538,481,144,-628,228,59,-345,229
