0,1,2,3,4,5,6,7,8,9,10,11,12,13
Equity Capital,42,42,42,42,43,43,43,43,43,43,43,43,43
Reserves,"7,250","8,413","2,948","3,915","2,633","3,764","3,837","5,465","5,603","5,759","5,962","6,141","5,138"
Borrowings +,0,0,0,0,0,0,0,55,30,52,39,23,13
Other Liabilities +,"1,034","1,314","2,813","1,065","2,426",844,565,503,511,587,594,679,703
Total Liabilities,"8,326","9,769","5,803","5,022","5,102","4,651","4,445","6,067","6,188","6,441","6,638","6,887","5,898"
Fixed Assets +,374,338,297,251,253,221,249,294,232,227,209,176,165
CWIP,13,12,0,2,1,2,0,0,0,4,0,2,5
Investments,729,728,728,759,755,778,765,768,773,790,791,791,792
Other Assets +,"7,209","8,690","4,777","4,010","4,094","3,649","3,431","5,005","5,183","5,421","5,639","5,917","4,936"
Total Assets,"8,326","9,769","5,803","5,022","5,102","4,651","4,445","6,067","6,188","6,441","6,638","6,887","5,898"
