0,1,2,3,4,5,6,7,8,9,10,11,12
Debtor Days,120,134,76,83,50,60,50,43,46,52,54,63
Inventory Days,,,,,,,,,,,,
Days Payable,,,,,,,,,,,,
Cash Conversion Cycle,120,134,76,83,50,60,50,43,46,52,54,63
Working Capital Days,59,67,-189,15,-145,21,38,36,42,44,50,75
ROCE %,22%,22%,28%,42%,44%,46%,52%,43%,39%,41%,39%,43%
