0,1,2,3,4,5,6,7,8,9,10,11,12
Debtor Days,,26,15,18,25,23,24,18,29,21,22,24
Inventory Days,,2,2,3,4,4,4,2,3,,,
Days Payable,,28,21,19,30,23,21,16,23,,,
Cash Conversion Cycle,,-1,-4,2,-1,5,7,4,8,21,22,24
Working Capital Days,,-84,-81,-85,-66,-55,-45,-38,-43,-23,-32,-34
ROCE %,,12%,19%,12%,14%,17%,19%,29%,34%,31%,31%,21%
