0,1,2,3,4,5,6,7,8,9,10,11,12
Cash from Operating Activity +,-0,412,"1,094",637,701,785,964,"1,422","1,659","1,662","2,378","1,634"
Cash from Investing Activity +,"-1,848","-1,491",-365,375,-458,-430,-612,-467,-612,"-1,294","-1,041",-879
Cash from Financing Activity +,"1,848","1,097",-563,"-1,224",-255,-273,-349,-502,"-1,318",-628,-678,-514
Net Cash Flow,0,18,166,-212,-13,82,3,453,-272,-260,658,241
