0,1,2,3,4,5,6,7,8,9,10,11,12
Debtor Days,73,67,74,57,66,75,93,103,98,66,73,59
Inventory Days,279,244,302,217,234,267,232,255,274,215,242,234
Days Payable,99,93,126,74,114,139,120,136,133,97,121,121
Cash Conversion Cycle,254,217,250,201,185,203,206,222,239,184,195,172
Working Capital Days,146,126,141,122,116,132,145,146,150,124,177,161
ROCE %,24%,19%,14%,14%,9%,14%,16%,17%,17%,18%,13%,19%
