0,1,2,3,4,5,6,7,8,9,10,11,12
Cash from Operating Activity +,"1,023","1,476","1,687","3,407","1,790","2,529","1,380","2,079","4,687",-657,"2,417","3,227"
Cash from Investing Activity +,-966,-937,"-1,785","-3,406","-1,394","-1,970","-1,310",-168,"-5,063",177,"-1,927","-2,315"
Cash from Financing Activity +,-51,-313,67,-179,-295,-639,-112,-864,-625,491,-457,-823
Net Cash Flow,5,226,-31,-178,101,-80,-41,"1,047","-1,001",10,33,89
