0,1,2,3,4,5,6,7,8,9,10,11,12
Cash from Operating Activity +,105,884,421,766,"5,182","1,427","1,353","1,123","1,295","1,111","2,834","3,683"
Cash from Investing Activity +,-21,-89,20,"1,050",-5,-184,-172,-162,-154,-923,"-2,367","-2,831"
Cash from Financing Activity +,-162,-836,-449,"-1,787","-5,198","-1,258","-1,196",-951,"-1,107",-38,-225,-363
Net Cash Flow,-78,-42,-8,29,-22,-15,-15,10,34,151,242,490
