0,1,2,3,4,5,6,7,8,9,10,11,12
Debtor Days,47,48,48,47,39,47,41,34,40,33,27,33
Inventory Days,54,54,55,75,85,93,83,94,111,108,87,88
Days Payable,25,20,34,44,44,53,40,50,57,48,39,41
Cash Conversion Cycle,76,81,69,78,81,88,85,77,93,93,76,80
Working Capital Days,35,40,45,49,48,62,66,49,55,52,62,51
ROCE %,42%,42%,38%,36%,29%,25%,23%,23%,22%,16%,20%,19%
