0,1,2,3,4,5,6,7,8,9,10,11,12
Debtor Days,30,27,38,40,38,33,34,58,85,75,58,62
Inventory Days,,,,,,,,,,,,
Days Payable,,,,,,,,,,,,
Cash Conversion Cycle,30,27,38,40,38,33,34,58,85,75,58,62
Working Capital Days,-1,-12,-39,-28,-35,-14,1,22,37,22,45,65
ROCE %,13%,11%,8%,8%,9%,11%,6%,12%,9%,10%,11%,11%
