0,1,2,3,4,5,6,7,8,9,10,11,12
Cash from Operating Activity +,-94,-88,,,,,,113,150,159,172,189
Cash from Investing Activity +,95,-30,,,,,,-72,-284,-111,-342,-506
Cash from Financing Activity +,0,118,,,,,,-13,170,-72,102,358
Net Cash Flow,0,-0,,,,,,27,36,-24,-68,41
