0,1,2,3,4,5,6,7,8,9,10,11,12
Cash from Operating Activity +,483,613,580,765,"1,047",711,"1,248","1,644","2,179","3,206","2,886","5,530"
Cash from Investing Activity +,-91,162,-98,38,-935,-244,-687,-570,"-1,636","-1,352",-186,"-3,834"
Cash from Financing Activity +,-402,-743,-495,-817,-44,-408,-595,-918,-513,"-1,682","-1,980","-2,163"
Net Cash Flow,-9,32,-12,-14,68,59,-34,156,30,173,720,-467
