0,1,2,3,4,5,6,7,8,9,10,11,12
Debtor Days,73,67,79,72,66,70,71,78,64,64,61,57
Inventory Days,,,,,,,,,,,,
Days Payable,,,,,,,,,,,,
Cash Conversion Cycle,73,67,79,72,66,70,71,78,64,64,61,57
Working Capital Days,50,37,78,50,43,63,58,47,39,37,46,36
ROCE %,56%,61%,51%,51%,47%,42%,44%,39%,40%,51%,38%,35%
