0,1,2,3,4,5,6,7,8,9,10,11,12
Cash from Operating Activity +,-137,588,220,-704,-156,986,"1,908",601,"1,557","2,105","11,187",508
Cash from Investing Activity +,"-2,967","-1,051","1,863","1,130",646,172,"2,397",91,"-1,318","-3,126","-16,009","-2,514"
Cash from Financing Activity +,"3,227",392,"-2,050",-530,-308,"-1,145","-4,437",-422,-632,"1,066","5,110","2,100"
Net Cash Flow,122,-71,33,-105,181,13,-132,270,-392,45,289,93
