0,1,2,3,4,5,6,7,8,9,10,11,12
Debtor Days,129,171,172,138,165,164,128,143,112,125,92,87
Inventory Days,217,233,223,234,256,258,242,224,250,242,219,291
Days Payable,109,123,93,99,110,147,124,109,118,121,127,148
Cash Conversion Cycle,237,281,302,273,311,274,246,257,243,247,184,230
Working Capital Days,131,181,179,156,182,180,143,148,128,144,95,144
ROCE %,20%,23%,16%,12%,11%,5%,12%,19%,15%,12%,19%,25%
