0,1,2,3,4,5,6,7,8,9,10,11,12
Debtor Days,50,56,70,44,65,47,56,52,44,34,39,29
Inventory Days,,,,,,,,,,,,
Days Payable,,,,,,,,,,,,
Cash Conversion Cycle,50,56,70,44,65,47,56,52,44,34,39,29
Working Capital Days,-10,-108,-49,8,-293,-123,-2,5,-26,-4,-38,-89
ROCE %,11%,10%,10%,12%,8%,8%,7%,6%,8%,9%,15%,12%
