0,1,2,3,4,5,6,7,8,9,10,11,12
Cash from Operating Activity +,438,"2,700","1,688","2,947","2,121","2,767","1,683","2,309","3,334","1,684",500,"5,881"
Cash from Investing Activity +,"-1,494","-2,343","-1,625","-1,627","-5,582","-1,355",-557,-471,"-1,174","1,587","5,124",-92
Cash from Financing Activity +,797,-703,148,"-1,701","3,718","-1,605",-996,"-1,753","-2,618","-3,635","-5,350","-5,465"
Net Cash Flow,-260,-346,211,-381,257,-192,131,85,-458,-364,274,325
