0,1,2,3,4,5,6,7,8,9,10,11,12
Cash from Operating Activity +,"3,087","3,721","4,007","1,862","2,133","3,381","3,952","2,053","7,330","6,914","1,752","7,439"
Cash from Investing Activity +,669,"3,455",-530,"4,276","5,152","-1,869",-739,-277,"-4,392","-3,174",310,"-6,197"
Cash from Financing Activity +,"-2,548","-5,801","-3,449","-6,291","-7,249","-1,557","-3,201","-1,753","-2,591","-4,061","-2,068","-1,302"
Net Cash Flow,"1,208","1,375",28,-154,36,-44,12,23,348,-321,-5,-59
