0,1,2,3,4,5,6,7,8,9,10,11,12
Debtor Days,37,44,52,45,43,46,43,69,51,42,90,60
Inventory Days,,,,,,,,,,,,
Days Payable,,,,,,,,,,,,
Cash Conversion Cycle,37,44,52,45,43,46,43,69,51,42,90,60
Working Capital Days,45,117,102,130,4,11,20,71,19,55,138,71
ROCE %,36%,34%,32%,14%,16%,26%,28%,23%,30%,51%,29%,31%
