Company Name,Date,Title,Description,Sentiment Score,Sentiment,URL
POWERGRID,2025-03-04T09:43:00Z,Government panel pulls up railways and telecom for slow asset monetisation,A core group criticises railways for poor performance in asset monetisation and urges various ministries to meet higher targets. Concerns were raised over slow progress and reduced targets in railway and housing projects. The road transport ministry aims to m…,-0.25,Negative,https://economictimes.indiatimes.com/industry/transportation/railways/government-panel-pulls-up-railways-and-telecom-for-slow-asset-monetisation/articleshow/118706567.cms
POWERGRID,2025-03-03T20:50:00Z,PGCIL inks MoU with SMCH in Silchar,"HT Bureau GUWAHATI, March 3: Power Grid Corporation of India Limited (PGCIL), known for its indispensable role in high-voltage power transmission across the country, has once again reaffirmed its commitment to social development through a transformative Corpo…",-0.0516,Negative,https://thehillstimes.in/assam/pgcil-inks-mou-with-smch-in-silchar
POWERGRID,2025-03-02T23:41:04Z,powergrid 0.2.0,A high-performance lookup library for Transmission System Operators (TSOs),0.3182,Positive,https://pypi.org/project/powergrid/0.2.0/
POWERGRID,2025-03-02T01:32:48Z,powergrid added to PyPI,A high-performance lookup library for Transmission System Operators (TSOs),0.3182,Positive,https://pypi.org/project/powergrid/
POWERGRID,2025-02-26T17:35:22Z,View: BharatNet crucial for achieving progress towards Digital India's goals,"BharatNet's network comprises two segments: BSNL-owned trunk line, and incremental additions connecting each GP headquarters. To ensure reliability, the quality of service must be guaranteed. This necessitates strong maintenance agreements with rigorous uptim…",0.7783,Positive,https://m.economictimes.com/opinion/et-commentary/view-bharatnet-crucial-for-achieving-progress-towards-digital-indias-goals/articleshow/118585148.cms
POWERGRID,2025-02-26T00:35:00Z,Meghalaya moving in right direction to be ‘Silicon Valley’ of northeast: Officials,"SHILLONG, Feb 25: The Meghalaya government is betting big on its tech parks to turn the state into the ‘Silicon Valley’ of the northeast region, wooing top IT companies by ramping up infrastructure network and facilitating ease of doing business, according to…",0.6249,Positive,https://thehillstimes.in/northeast/meghalaya-moving-in-right-direction-to-be-silicon-valley-of-northeast-officials
POWERGRID,2025-02-25T04:04:05Z,"Sensex Gains 117 Points, Nifty Rises 31 Points In Early Trade",The Indian benchmark indices opened higher on Tuesday as buying was seen in the media and auto sectors in the early trade.,0.6249,Positive,https://www.ndtv.com/business-news/sensex-gains-117-points-nifty-rises-31-points-in-early-trade-7788714
POWERGRID,2025-02-24T04:11:20Z,"Sensex Slides Below 75,000 In Early Trade As Markets Extend Losses","The Indian benchmark indices opened lower on Monday amid weak global cues, as selling was seen in the IT and financial service sectors in the early trade.",-0.8807,Negative,https://www.ndtv.com/business-news/sensex-falls-567-points-nifty-drops-188-points-in-early-trade-7780785
POWERGRID,2025-02-23T23:10:00Z,Chief Secretary Prashant Kumar Singh assures timely delivery of funds to displaced people in violence-hit Manipur,"IMPHAL, Feb 23: Manipur Chief Secretary Prashant Kumar Singh on Sunday assured that internally displaced people in the violence-hit state would get funds and assistance in time. He also said all-out support from the administration would be provided to them. S…",0.8402,Positive,https://thehillstimes.in/national/chief-secretary-prashant-kumar-singh-assures-timely-delivery-of-funds-to-displaced-people-in-violence-hit-manipur
POWERGRID,2025-02-17T10:38:33Z,"Top gainers & losers today, 17 February: Bajaj Finserv, PowerGrid surge; M&M, Bharti Airtel decline",Market sentiment remains cautious as modest Q3 FY25 earnings growth and sustained FII selling pressure continue to impact near-term market dynamics,0.6369,Positive,https://www.thehindubusinessline.com/markets/stock-markets/nse-bse-stock-market-top-gainers-top-losers-today-bajajfinserv-powergrid-mm-bartiairtel-17-feb-2025/article69229606.ece
POWERGRID,2025-02-16T11:05:32Z,"SEBI, BIA may launch data benchmarking institutes for InvITs by February-end","SEBI and BIA to launch DBIs for InvITs, enhancing transparency and data accessibility for informed investment decisions.",0.8074,Positive,https://www.thehindubusinessline.com/markets/sebi-bia-may-launch-data-benchmarking-institutes-for-invits-by-feb-end/article69226093.ece
POWERGRID,2025-02-16T11:05:32Z,"SEBI, BIA may launch data benchmarking institutes for InvITs by Feb-end","SEBI and BIA to launch DBIs for InvITs, enhancing transparency and data accessibility for informed investment decisions.",0.6369,Positive,https://www.thehindubusinessline.com/news/sebi-bia-may-launch-data-benchmarking-institutes-for-invits-by-feb-end/article69226093.ece
