0,1,2,3,4,5,6,7,8,9,10,11,12
Cash from Operating Activity +,268,389,298,393,252,359,478,628,297,549,623,595
Cash from Investing Activity +,-165,-86,-98,-228,-205,-293,-392,-268,-280,-379,-579,-499
Cash from Financing Activity +,-146,-320,-209,-162,-50,-60,-64,-265,-108,-101,-104,-123
Net Cash Flow,-43,-16,-9,3,-3,6,22,95,-91,69,-60,-27
