0,1,2,3,4,5,6,7,8,9,10,11,12
Debtor Days,14,15,15,15,14,15,15,15,18,19,16,15
Inventory Days,438,466,335,232,286,251,243,265,238,320,204,227
Days Payable,187,212,150,152,217,304,177,191,191,192,178,172
Cash Conversion Cycle,266,269,200,95,84,-38,80,89,66,147,42,70
Working Capital Days,-2,16,8,-11,-11,-10,-15,0,18,54,31,39
ROCE %,17%,8%,9%,10%,14%,16%,14%,19%,23%,19%,12%,16%
