0,1,2,3,4,5,6,7,8,9,10,11,12,13
Equity Capital,188,188,188,188,188,188,188,188,188,188,188,188,188
Reserves,"7,195","7,637","8,048","8,255","8,644","9,177","10,340","11,333","12,473","14,040","13,855","15,834","16,266"
Borrowings +,163,35,0,36,50,59,0,0,102,126,153,355,457
Other Liabilities +,"4,380","4,234","4,436","4,362","4,558","5,464","5,497","5,561","5,362","6,565","6,212","6,523","6,300"
Total Liabilities,"11,926","12,094","12,671","12,841","13,440","14,889","16,025","17,082","18,126","20,919","20,409","22,900","23,211"
Fixed Assets +,"5,864","5,504","5,598","5,285","7,525","7,241","7,049","6,991","6,659","6,723","7,486","9,227","9,801"
CWIP,311,820,"1,915","2,371",261,262,392,435,545,"1,212","1,683",972,"1,249"
Investments,"2,554","2,194","1,573","1,476",258,230,230,230,221,193,193,"1,374","1,385"
Other Assets +,"3,198","3,576","3,585","3,709","5,395","7,156","8,353","9,425","10,701","12,791","11,046","11,326","10,776"
Total Assets,"11,926","12,094","12,671","12,841","13,440","14,889","16,025","17,082","18,126","20,919","20,409","22,900","23,211"
