0,1,2,3,4,5,6,7,8,9,10,11,12
Cash from Operating Activity +,"1,577","1,056","1,332","1,461","1,380","1,555","1,118","2,248","2,216","2,832","-1,239","2,980"
Cash from Investing Activity +,-306,-858,"-1,437",-948,-539,-384,-367,-328,-536,-989,"-4,642","-1,168"
Cash from Financing Activity +,"-1,066",-834,-837,-681,-420,-422,-441,-374,-327,-331,"-1,238",-442
Net Cash Flow,205,-636,-942,-168,421,749,310,"1,546","1,352","1,512","-7,118","1,370"
