0,1,2,3,4,5,6,7,8,9,10,11,12
Cash from Operating Activity +,943,"1,559","2,622","2,261","1,409",846,397,31,"1,086",252,975,"2,266"
Cash from Investing Activity +,-359,-25,-228,"-3,468","1,085",-58,445,"1,305",-378,710,"-5,384","-1,650"
Cash from Financing Activity +,-634,"-1,482","-1,670",-218,"-2,475",-807,-733,"-1,121","-1,011",-881,"4,496",-83
Net Cash Flow,-49,51,724,"-1,425",18,-18,109,215,-304,82,87,533
