0,1,2,3,4,5,6,7,8,9,10,11,12
Debtor Days,76,63,29,73,76,42,40,50,29,30,21,21
Inventory Days,,,,,,,,,,,,
Days Payable,,,,,,,,,,,,
Cash Conversion Cycle,76,63,29,73,76,42,40,50,29,30,21,21
Working Capital Days,-59,-46,-82,-109,-181,-157,-118,-40,-16,331,43,1
ROCE %,16%,15%,16%,17%,7%,7%,6%,6%,4%,7%,6%,8%
