0,1,2,3,4,5,6,7,8,9,10,11,12
Cash from Operating Activity +,"1,021","2,706","1,449","4,422","4,064","4,860","6,988","7,061","9,760","14,185","6,416","6,909"
Cash from Investing Activity +,"-4,367","-3,116","-3,147",862,"-1,111",-870,"-1,347","-1,366","-3,507","-9,407","-3,843","-5,081"
Cash from Financing Activity +,"3,355","1,118","1,236","-5,231","-3,138","-4,027","-5,676","-5,380","-1,082","-7,428","-1,850","-2,544"
Net Cash Flow,10,708,-462,53,-185,-37,-35,314,"5,171","-2,649",723,-716
