0,1,2,3,4,5,6,7,8,9,10,11,12
Cash from Operating Activity +,"11,069","12,433","4,852","7,372","11,167","11,791","15,193","13,454","37,555","41,986","13,506","27,328"
Cash from Investing Activity +,"-8,522","-9,837","-2,382","-4,352","-3,956","-12,273","-16,350","-17,635","-13,665","-34,168","-14,794","-15,558"
Cash from Financing Activity +,"-4,282","-3,826","-2,957","-2,540","-7,280","4,166","-2,887","4,630","-23,385","-7,368","-5,193","-8,415"
Net Cash Flow,"-1,735","-1,231",-487,480,-69,"3,684","-4,044",449,504,450,"-6,481","3,356"
