0,1,2,3,4,5,6,7,8,9,10,11,12,13
Equity Capital,"1,045","1,350","1,658","1,690","1,902","2,618","4,047","5,710","5,876","8,681","8,681","8,681","8,681"
Reserves,"12,651","12,821","15,799","16,524","16,049","15,367","15,100","15,720","20,630","18,846","20,428","23,467","24,518"
Deposits,"231,561","246,591","261,895","266,184","296,671","294,839","299,855","313,763","329,973","342,692","359,296","385,011","391,914"
Borrowings +,"14,400","17,174","19,652","9,208","9,282","5,706","5,239","5,787","5,469","7,474","8,119","19,806","13,163"
Other Liabilities +,"240,033","258,150","274,832","278,044","306,168","302,534","306,331","329,032","337,241","351,421","368,938","394,719","400,241"
Total Liabilities,"268,130","289,496","311,940","305,466","333,402","326,225","330,718","356,249","369,215","386,422","406,165","446,673","446,602"
Fixed Assets +,"2,685","2,804","2,833","4,359","4,290","4,343","4,310","4,336","5,132","4,955","4,776","5,336","5,236"
CWIP,0,0,0,0,0,0,0,0,0,0,0,0,0
Investments,"72,604","86,135","89,740","88,868","92,095","102,632","125,298","142,518","148,582","140,787","136,583","143,923","149,369"
Other Assets +,"192,841","200,557","219,367","212,239","237,017","219,250","201,109","209,395","215,500","240,681","264,806","297,413","291,997"
Total Assets,"268,130","289,496","311,940","305,466","333,402","326,225","330,718","356,249","369,215","386,422","406,165","446,673","446,602"
