0,1,2,3,4,5,6,7,8,9,10,11,12
Cash from Operating Activity +,"-1,109","-2,023","2,248",308,"61,847","-44,396","-14,588","1,771","-1,987","14,268","-8,794","-5,916"
Cash from Investing Activity +,-422,-363,-328,-179,-176,-300,-245,-297,-194,-125,-200,-576
Cash from Financing Activity +,"1,496",671,512,601,"1,554","5,158","6,805","3,403","5,055",0,0,0
Net Cash Flow,-34,"-1,714","2,432",731,"63,225","-39,538","-8,028","4,877","2,874","14,143","-8,995","-6,492"
