0,1,2,3,4,5,6,7,8,9,10,11,12
Debtor Days,,434,95,90,83,99,79,93,86,98,91,86
Inventory Days,,,,,,,,,,,,
Days Payable,,,,,,,,,,,,
Cash Conversion Cycle,,434,95,90,83,99,79,93,86,98,91,86
Working Capital Days,,249,74,44,72,86,60,70,50,54,11,47
ROCE %,,5%,44%,46%,44%,39%,42%,43%,28%,31%,35%,33%
