0,1,2,3,4,5,6,7,8,9,10,11,12
Cash from Operating Activity +,0,-14,289,525,402,340,740,664,"1,267",899,"1,267","1,341"
Cash from Investing Activity +,0,-505,-607,-154,-177,-166,-489,-280,-965,-389,-560,-231
Cash from Financing Activity +,0,548,401,-402,-240,-98,-202,-377,-354,-476,-434,-647
Net Cash Flow,0,29,83,-31,-15,76,48,7,-51,35,272,463
