0,1,2,3,4,5,6,7,8,9,10,11,12
Cash from Operating Activity +,22,58,83,82,97,149,37,281,188,152,-55,-191
Cash from Investing Activity +,5,38,-104,-32,51,57,61,145,-8,70,76,393
Cash from Financing Activity +,8,-38,-68,-79,-143,-114,-143,-360,-57,-204,-251,-232
Net Cash Flow,35,58,-89,-29,6,92,-45,66,123,18,-229,-30
