0,1,2,3,4,5,6,7,8,9,10,11,12
Debtor Days,92,70,80,90,99,98,127,96,89,78,122,200
Inventory Days,,,,,,0,0,0,0,1,0,0
Days Payable,,,,,,,,,,388,,
Cash Conversion Cycle,92,70,80,90,99,98,127,96,89,-309,122,200
Working Capital Days,84,-3,12,75,76,54,106,24,31,21,64,156
ROCE %,7%,22%,45%,39%,38%,41%,47%,62%,53%,46%,44%,58%
